"top x%","lung cancer death % cutpoint","lung cancer incidence % cutpoint","false positive risk cutpoint"
0.01,9.57493285343476,13.2985326457737,46.3188881387048
0.02,7.74674361759913,10.8420613270177,45.1724009432545
0.03,6.5088972525693,9.33951712139737,44.3395195547876
0.04,5.72431387049836,8.29313671436069,43.67920889126
0.05,5.14218209355446,7.45559055795792,43.0901292435583
0.06,4.66289470171177,6.74731562807088,42.5401324210167
0.07,4.24432801624979,6.19127107630922,42.0681499549593
0.08,3.89866215002382,5.69429583467329,41.6107081989706
0.09,3.58639860782714,5.25669886186964,41.1752558386255
0.1,3.35553429745199,4.92692091292775,40.8236810404243
0.11,3.13272882709844,4.62581289751881,40.4825843736711
0.12,2.9387341602038,4.35134245816416,40.1528049208452
0.13,2.77790128874089,4.11438490040926,39.8518594299489
0.14,2.61790902465511,3.91180457055308,39.5812897925304
0.15,2.48811052368961,3.73279777562812,39.3309627006956
0.16,2.36199885117264,3.54801286223325,39.0603917060167
0.17,2.2490023235355,3.39110633904136,38.8200128254255
0.18,2.13970555920325,3.23650864183081,38.5727123800412
0.19,2.0349236891731,3.09540262085144,38.3371068076476
0.2,1.93948054103039,2.95358260383331,38.0899251893653
0.21,1.85717469935067,2.82871844265558,37.8629055997004
0.22,1.77428934048606,2.70677647939521,37.6319533533105
0.23,1.69395476516012,2.597426244811,37.4164162969725
0.24,1.61678809030996,2.49337855576657,37.203307858166
0.25,1.5430636561847,2.3870770359657,36.9768303561304
0.26,1.48364497265785,2.29461747140123,36.7720591754145
0.27,1.41515045343024,2.20636416656187,36.5693014466237
0.28,1.35594952472805,2.12438596102443,36.3740791110855
0.29,1.30363863289821,2.05073530226931,36.1926173338289
0.3,1.24950821904923,1.97082182463396,35.9887424430949
0.31,1.19693184836532,1.89800340222634,35.7961708136418
0.32,1.14867371151073,1.82521282203251,35.5966973701265
0.33,1.1008899713018,1.76175390738582,35.4166860755697
0.34,1.05616773757741,1.69711000931378,35.2270308685791
0.35,1.01409576757567,1.64038435882518,35.0550174618485
0.36,0.971139460643515,1.58197744401029,34.8720612997941
0.37,0.935348655897867,1.52920541006953,34.7013087484046
0.38,0.899764637510287,1.47374027033101,34.5158770791875
0.39,0.87065406238197,1.42455931224382,34.3459900609464
0.4,0.840757711311271,1.37692495754088,34.1762124900609
0.41,0.811987255186818,1.3272010089217,33.9931177570859
0.42,0.78421450489623,1.28656051298231,33.8387212175039
0.43,0.757547872889892,1.24784325930157,33.6874026320479
0.44,0.732684083251066,1.20751300364114,33.5251223593615
0.45,0.707894369124352,1.16791590482797,33.3608769038339
0.46,0.683884190044793,1.12869891056809,33.1930937296389
0.47,0.661007442319026,1.09055292202179,33.0246851381989
0.48,0.63741533510072,1.05663054888444,32.8703275781568
0.49,0.614917133866968,1.02315074757757,32.7134707287267
0.5,0.593494855955615,0.989356280927602,32.5503046846222
0.51,0.572033607489632,0.955037593072126,32.3793092832532
0.52,0.550880416437655,0.9253737436975,32.2269237269593
0.53,0.532670140280294,0.892115412862985,32.0506791575371
0.54,0.514115432137247,0.86272276401411,31.8898595805104
0.55,0.495712589701271,0.834952349720019,31.7332617935315
0.56,0.476442916947736,0.807683316037525,31.5748066975086
0.57,0.459895267174715,0.783315861422295,31.4290386698185
0.58,0.443860576583172,0.757880796680628,31.2724185291073
0.59,0.428161279926802,0.734213097768213,31.1223310205381
0.6,0.413261011865078,0.710816106420076,30.969578652142
0.61,0.398762348924017,0.686645451761635,30.8069076705069
0.62,0.385107807155008,0.665035978490241,30.6570166804688
0.63,0.371700593493911,0.64070853416988,30.4828987584223
0.64,0.357935050949882,0.61912458287167,30.3233313000767
0.65,0.344015187565955,0.600778406129329,30.1836930230568
0.66,0.332015177212135,0.579478927606388,30.016656514341
0.67,0.319304562250057,0.561482056392562,29.8711391495079
0.68,0.307253625579013,0.542216596636985,29.710621930691
0.69,0.295051090795659,0.523740239945878,29.5517711802025
0.7,0.284111743992211,0.507596778268382,29.408786835559
0.71,0.272113415440854,0.48866245245114,29.235768033447
0.72,0.26105006587345,0.471894862848789,29.0774343362557
0.73,0.2500468047005,0.455889772523533,28.9215076903389
0.74,0.238876773183306,0.439784176908968,28.7595537860273
0.75,0.227726401965822,0.422254864091716,28.5771137806197
0.76,0.217860431767279,0.406723764464551,28.4097000681549
0.77,0.208145705453423,0.390144837032161,28.2245434046344
0.78,0.198114257844632,0.374128739560811,28.0388523880118
0.79,0.188170686988078,0.358249466742248,27.8475848213779
0.8,0.178657953924063,0.342096880249627,27.6450817905026
0.81,0.16986869459399,0.326408955995167,27.440053383621
0.82,0.161241112997221,0.310253948235654,27.2195127688631
0.83,0.15213602370428,0.296240748893457,27.0197531203465
0.84,0.143609904832628,0.281867161817645,26.805910340931
0.85,0.134485879671106,0.267808492695777,26.5871472975591
0.86,0.125985249801528,0.252933544307388,26.3442699693582
0.87,0.117548465779248,0.23924560893909,26.1092924871942
0.88,0.109013677399223,0.225478122751425,25.860593505129
0.89,0.100408823646248,0.21289055587445,25.6211367126711
0.9,0.0924547257233099,0.200251786102972,25.3677457984954
0.91,0.0845673147737333,0.186930638042171,25.0848805425717
0.92,0.0777023405123434,0.174939299879553,24.8145919337599
0.93,0.0706181345699228,0.161851923996122,24.5002710482426
0.94,0.0644679745756263,0.150930068711248,24.2203253697246
0.95,0.0582186381858207,0.139508620124885,23.9078251563451
0.96,0.0511390513811351,0.128484616442469,23.5841057233529
0.97,0.0449852129548857,0.114971502508776,23.1522656445326
0.98,0.0374104282848963,0.103819763738868,22.7610062116305
0.99,0.029117030619271,0.0875141952986753,22.1170102161521
